"EMPRESA: 
Razón social (nombre de la empresa)","EMPRESA: 
RFC","EMPRESA: 
Folio mercantil","EMPRESA: 
Objeto social (descripción de actividades)","EMPRESA: 
Número de empleados","EMPRESA: 
Fecha de creación (dd/mm/aaaa)","EMPRESA: 
Capital social mínimo (con cuánto dinero se registró la empresa)","EMPRESA: 
Dirección fiscal","EMPRESA: 
Latitud y longitud (separadas por coma)","EMPRESA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","EMPRESA: 
Teléfono","EMPRESA: 
Web","EMPRESA: 
Correo electrónico","REP LEGAL: 
Nombre completo","REP LEGAL: 
RFC","REP LEGAL: 
Dirección","REP LEGAL: 
Latitud y longitud (separadas por coma)","REP LEGAL: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","REP LEGAL: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","REP LEGAL: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Nombre completo (separar nombres con punto y coma)","ACCIONISTAS:
RFC","ACCIONISTAS: 
Dirección","ACCIONISTAS: 
Latitud y longitud (separadas por coma)","ACCIONISTAS: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ACCIONISTAS: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Capital aportado","ADMIN: 
Nombre completo","ADMIN: 
RFC","ADMIN: 
Dirección","ADMIN: 
Latitud y longitud (separadas por coma)","ADMIN: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ADMIN: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ADMIN: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Nombre completo","COMIS / CONSE: 
RFC","COMIS / CONSE: 
Dirección","COMIS / CONSE: 
Latitud y longitud (separadas por coma)","COMIS / CONSE: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","COMIS / CONSE: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","NOTARIA: 
Nombre del notario que firma el acta","NOTARIA: 
Número de la notaría","NOTARIA: 
Dirección de la notaría","NOTARIA: 
Latitud y longitud (separadas por coma)","NOTARIA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","INFO OFICIAL: 
Estatus CompraNet (InscritoRUPC, NoInscritoRUPC, RegCompraNet)","INFO OFICIAL: 
Empresa fantasma o no localizada (SATdefinitiva, SATpresunta, SATdesvirtuada, SATfavorable, ASFnoLocalizada, SinAntReg)","CONTRATO: 
Empresa, dependencia o instancia que otorga los recursos","CONTRATO: 
Número de contrato","CONTRATO: 
Fecha de inicio de contrato","CONTRATO: 
Fecha de término de contrato","CONTRATO: 
Servicio/obra realizada","CONTRATO: 
Nombre de la persona que firma","CONTRATO: 
Cargo de la persona que firma","CONTRATO: 
Montos de contratos individuales","CONTRATO: 
Número de licitación ","CONTRATO: 
Fecha de fallo de la licitación","CONTRATO: 
Monto total de la licitación","CONVENIO: 
Dependencia o instancia que OTORGA los recursos","CONVENIO: 
Dependencia o instancia que RECIBE los recursos","CONVENIO: 
Número de convenio","CONVENIO: 
Fecha de inicio de convenio","CONVENIO: 
Fecha de término convenio","CONVENIO: 
Objeto del convenio","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Monto total del convenio","CONVENIO: 
Nombre del titular de la dependencia o instancia que otorga los recurso","CONVENIO: 
Nombre del titular de la dependencia o instancia que recibe los recurso","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Dependencia o instancia que otorga los recursos","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Monto de transferencias individuales","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Número de convenio relacionado a esta transferencia","TRANSFERENCIAS A ESTA EMPRESA: 
Empresa que otorga los recursos","TRANSFERENCIAS A ESTA EMPRESA: 
Monto de transferencias individuales","TRANSFERENCIAS DE ESTA EMPRESA: 
Empresa a la que le transfirió esta empresa","TRANSFERENCIAS DE ESTA EMPRESA: 
Monto de transferencias individuales","OTRO: 
Otras empresas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otras personas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros domicilios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros RFC relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras fechas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros correos electrónicos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros sitios web relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros teléfonos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros números de contratos o convenios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras dependencias o instancias relacionadas a esta empresa (separar con punto y coma","OTRO: 
Montos recibidos","OTRO: 
Titulares de instancias de montos recibidos","OTRO: 
Montos otorgados","NUEVO: 
Nombre de la categoría (separar con punto y coma)","NUEVO: 
Contenido (separar con punto y coma)","OTRO: 
Comentarios adicionales (formato de escritura: libre)"
MOTORES Y MAQUINAS S A,860019063,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,703,000",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DIAGNOSTICO Y ASISTENCIA MEDICA SA IPS DE SALUD,800225057,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,986,256",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
EMPRESA DE ENERGIA DEL QUINDIO S.A. E.S.P.,800052640,,,,,,,,Eje cafetero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,662,888",,,SUPERVISOR; MACROSECTOR,SUPERSERVICIOS; SERVICIOS,
SOSACOL S. A.                                                                                       ,800148163,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,366,780,491",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
SOCIEDAD DE COMERCIALIZACION INTERNACIONAL BANAFRUT S.A,811027319,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,984,330",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
PROQUINAL S A,860002067,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148,796,848",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
JOHN URIBE E HIJOS S.A.,811018676,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,460,441",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SYA SERVICIOS Y ASESORIAS S.A.S                                                                      ,890312779,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,206,047",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
CAM COLOMBIA MULTISERVICIOS S A S ,830058272,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,574,438",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
PAPELES Y CARTONES S.A.                                                                       ,890925108,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203,862,707",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
PLASTILENE S A,860006160,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,485,678",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
MORELCO S A S                           ,890312765,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,829,830",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
ADAMA ANDINA B V SUCURSAL COLOMBIA,802019339,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,051,039",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
FLORES IPANEMA S.A.S,830098375,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,129,665",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
DISAN COLOMBIA S.A                                                                                      ,860048867,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,810,318",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
CI SEGURIDAD Y GESTION SAS,805015841,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,066,977",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
CARBONES ANDINOS SAS,830142761,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,766,169",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
INVERSIONES FINANCIERAS BOLIVAR SAS ,900265163,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,684,322,389",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
INVERSORA ANAGRAMA INVERANAGRAMA  SAS,800020762,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,686,229,764",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
CARTAGENA II S.A.,900087151,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,017,736,077",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
COLTEJER S.A.,890900259,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"542,690,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MANUFACTURA,
REPRESENTACIONES CONTINENTAL S.A.S.,860054249,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,354,749",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
COLUMBUS NETWORKS DE COLOMBIA LTDA,830078515,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"345,561,375",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,890905055,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,643,411",,,SUPERVISOR; MACROSECTOR,SUPERSERVICIOS; SERVICIOS,
POLLO FIESTA S A ,860032450,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,218,410",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
NEXANS COLOMBIA S.A.                                                                                     ,890209612,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,496,718",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
VENTAS Y SERVICIOS S.A.,860050420,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,695,094",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
RODRIGUEZ FRANCO Y CIA S C S ORGANIZACION NACIONAL DE COMERCIO ONLY                                 ,860036892,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,849,817",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SP INGENIEROS S.A.S.                                                                             ,890932424,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"222,657,950",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
DISTRIBUIDORA  HINO DE COLOMBIA SAS,900759679,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,072,211",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
PERENCO COLOMBIA LIMITED,860032463,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,588,705",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
BAXALTA COLOMBIA S.A.S,900783939,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,449,900",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
KMA CONSTRUCCIONES S A,830094920,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"399,741,170",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
CARBOQUIMICA S A S,860006853,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,614,983",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
CLINICA DE OCCIDENTE,890300513,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,225,367",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
LAMITECH S. A.S,860522056,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,562,272",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
WESTCON GROUP COLOMBIA LTDA,830089336,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,829,824",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
SIEMENS HEALTHCARE S.A.S.,900931305,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,141,121",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
UNION ELECTRICA S.A. EN REORGANIZACION,890937250,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,544,626",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
STECKERL ACEROS SAS,900499032,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,298,423",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DROSERVICIO LTDA,800099283,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,115,240",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
P V C GERFOR S A,860502509,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141,593,528",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
PROMOTORA MEDICA LAS AMERICAS S A,800067065,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"188,217,954",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
MEDTRONIC LATIN AMERICA INC. SUCURSAL COLOMBIA                                  ,830047312,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,087,176",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SUPERPOLO S A S,830092963,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,719,891",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
TOUR VACATION PALMIRA,900304940,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,524,093",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
AR CONSTRUCCIONES S.A.S,900378893,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,750,355",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
AUTOLARTE S A,890900081,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,008,916",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
HMV INGENIEROS LTDA                                                                                 ,860000656,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,863,893",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
CONINSA  RAMON H. S.A.,890911431,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"171,082,051",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
VIRGIN MOBILE COLOMBIA SAS,900420122,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,502,733",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
MITSUBISHI ELECTRIC DE COLOMBIA LIMITADA,860025639,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,759,765",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DISTRIBUCIONES PASTOR JULIO DELGADO Y CIA. LIMITADA                                                 ,890204134,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,351,641",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
FINANZAUTO S.A.                                             ,860028601,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"362,585,728",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
JGB S.A.,805009691,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,928,958",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
POLLO ANDINO  S.A.                                                     ,860076820,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,640,209",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
CONSTRUCCIONES MARVAL S.A.,890211777,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"342,010,654",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
INVESA  S.A.,890900652,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"136,375,778",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
VIRREY SOLIS IPS. S.A.,800003765,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,346,202",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
VEHICULOS DEL CAMINO S A S ,811010832,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,004,852",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
C.I. EMPRESA COLOMBIANA DE SERVICIOS PETROLERO S.A.,802023228,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,875,087",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
LABORATORIOS LA SANTE  S.A.                                     ,800013834,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"176,512,733",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
COMESTIBLES ALDOR S.A.S                                                                              ,800096040,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,183,593",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
TCS SOLUTION CENTER SUCURSAL COLOMBIA,900103457,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,771,958",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
INDUSTRIAS INCA SAS,860001777,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,621,290",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
